,proba
279,0.00043343875
280,0.0004025832
281,0.0010357362
282,0.0011436603
283,0.00994741
284,0.00078704424
285,0.00039053644
286,0.001329225
287,0.00045161354
288,0.00032191578
289,0.00048917206
290,0.00037336114
291,0.0004328618
292,0.0005128826
293,0.006735335
294,0.000402342
295,0.00038670626
296,0.00065945566
297,0.0003623029
298,0.0003450391
299,0.0039296346
300,0.23567745
301,0.0005350455
302,0.00038957485
303,0.00039200502
304,0.037909564
305,0.0005445826
306,0.00034120525
307,0.00036773988
308,0.0008955367
309,0.00034459008
310,0.0007884777
311,0.00039564172
312,0.00872281
313,0.000737475
314,0.00049474987
315,0.00058116665
316,0.00039548022
317,0.015872147
318,0.00048609823
319,0.0004983811
320,0.00040868338
321,0.00036384776
322,0.0003493176
323,0.00034119887
324,0.0014036787
325,0.04665061
326,0.0005677575
327,0.0003231094
328,0.00043661654
329,0.0012304818
330,0.000977651
331,0.0003435879
332,0.00034112862
333,0.00041217805
334,0.0006068049
335,0.010006707
336,0.07883454
337,0.00041146405
338,0.00034727732
339,0.00044160237
340,0.0003739751
341,0.000581251
342,0.00101277
343,0.0005400301
344,0.00042519224
345,0.00039312174
346,0.0004772838
347,0.00042265467
348,0.0003995421
349,0.00049416895
350,0.017927192
351,0.00063287036
352,0.00046565413
353,0.000333344
354,0.0012734636
355,0.0012164431
356,0.000464832
357,0.0028463905
358,0.000585995
359,0.0006345028
360,0.0006038745
361,0.0005111103
362,0.008783167
363,0.0020238725
364,0.0007615405
365,0.0006092087
366,0.0015098528
367,0.00032858225
368,0.0004023788
369,0.00036479929
370,0.0005249312
371,0.00036167912
372,0.007228269
373,0.0020732179
374,0.0031995121
375,0.0004339971
376,0.00645205
377,0.0004779236
378,0.00042460387
379,0.00066431385
380,0.0005580484
381,0.000992357
382,0.0009216823
383,0.0005403345
384,0.00120424
385,0.07587571
386,0.0052622007
387,0.7382301
388,0.00032156607
389,0.07743718
390,0.0005549657
391,0.0003375066
392,0.01022665
393,0.0005341704
394,0.000673595
395,0.0003951205
396,0.0014243753
397,0.0013120696
398,0.0017260469
399,0.00048007397
400,0.008001511
401,0.048446026
402,0.0005739348
403,0.0004585451
404,0.00044713938
405,0.002346422
406,0.0003423803
407,0.0005629643
408,0.00057121686
409,0.00047391257
410,0.0006002735
411,0.00080756925
412,0.00034250662
413,0.0005461419
414,0.0003450703
415,0.00079293177
416,0.00047464055
417,0.0004913487
418,0.00038582325
419,0.0017768482
420,0.0003997589
421,0.0005978721
422,0.00068740814
423,0.00038166533
424,0.0006290198
425,0.016078841
426,0.00088499003
427,0.023630459
428,0.00085612107
429,0.0005312291
430,0.0019964129
431,0.00034491238
432,0.0003893574
433,0.0008747494
434,0.00042642822
435,0.0003755444
436,0.00038926938
437,0.012572989
438,0.00032774734
439,0.11691843
440,0.001401942
441,0.0005033051
442,0.000891914
443,0.057133634
444,0.00044024253
445,0.0010807565
446,0.00040594512
447,0.11912428
448,0.006842416
449,0.0008456962
450,0.00034124864
451,0.1775613
452,0.00056501117
453,0.00039810472
454,0.000376451
455,0.0005042599
456,0.00036943972
457,0.007302887
458,0.00035434257
459,0.00038133143
460,0.0003575753
461,0.016257983
462,0.0009140535
463,0.0003678194
464,0.00038884772
465,0.00040726335
466,0.0004350221
467,0.000463256
468,0.0007749673
469,0.00392767
470,0.000472875
471,0.003928466
472,0.000371741
473,0.0014940439
474,0.00103328
475,0.0004405463
476,0.007177055
477,0.045748025
478,0.04191571
479,0.0023637614
480,0.00037191407
481,0.0003661853
482,0.0060441215
483,0.00041698362
484,0.0014676249
485,0.00045347176
486,0.86423147
487,0.00034266262
488,0.00051832746
489,0.0004829638
490,0.0006243383
491,0.00038961385
492,0.00066370115
493,0.0003186183
494,0.8696057
495,0.0011136263
496,0.00037007098
497,0.0004990782
498,0.0003519843
499,0.0003170356
500,0.81459445
501,0.00036574452
502,0.0003583827
503,0.00040914313
504,0.00069905457
505,0.00034959085
506,0.00063420215
507,0.06471246
508,0.00042547184
509,0.0003241393
510,0.00064584066
511,0.00042450358
512,0.00050132535
513,0.0003683473
514,0.00047642266
515,0.011704079
516,0.002253188
517,0.3860867
518,0.00036930625
519,0.0013526037
520,0.0010676743
521,0.003621819
522,0.0007091819
523,0.0009909543
524,0.0020826429
525,0.0003353386
526,0.00041732346
527,0.00076142984
528,0.00063961494
529,0.897991
530,0.010299825
531,0.0003258827
532,0.00035320202
533,0.003396128
534,0.00032442567
535,0.00034500024
536,0.00053396286
537,0.8041291
538,0.000490302
539,0.0005123483
540,0.0004627828
541,0.17022225
542,0.00036052254
543,0.000401918
544,0.00043603932
545,0.0020395094
546,0.00033225273
547,0.0006244635
548,0.0004395247
549,0.000414194
550,0.0004877435
551,0.00045497628
552,0.00032941782
553,0.0008557897
554,0.00036950829
555,0.0013073948
556,0.0029968503
557,0.001388906
558,0.00075388764
559,0.0015865017
560,0.00037412508
561,0.0008209003
562,0.0013264555
563,0.06613869
564,0.0006164447
565,0.00074721914
566,0.0005573416
567,0.0008552419
568,0.0003525611
569,0.00032659693
570,0.0011045942
571,0.0011702075
572,0.00058997504
573,0.02804712
574,0.0004885599
575,0.0004129645
576,0.000479247
577,0.0003179459
578,0.0005407178
579,0.0012130304
580,0.00032846033
581,0.0055530947
582,0.00065493304
583,0.0013113318
584,0.000555459
585,0.00032955504
586,0.015205358
587,0.0027228664
588,0.0013606965
589,0.0004995816
590,0.00039695035
591,0.00092325395
592,0.86722296
593,0.00040652798
594,0.00033721066
595,0.026582886
596,0.00042638305
597,0.0016674366
598,0.0005709353
599,0.0004031389
600,0.00066639297
601,0.000490554
602,0.00085175585
603,0.0004194743
604,0.00042816548
605,0.05705779
606,0.001689988
607,0.0004306239
608,0.0003234061
609,0.00032488492
610,0.000325112
611,0.00034217737
612,0.0012674694
613,0.0005351507
614,0.0013457082
615,0.0012286687
616,0.0006072173
617,0.0006431089
618,0.00035577014
619,0.0007926145
620,0.00037638863
621,0.7301561
622,0.00088758266
623,0.00043707853
624,0.00040172256
625,0.000408119
626,0.00033501972
627,0.039466508
628,0.00037842788
629,0.0004335881
630,0.00036319683
631,0.00035252114
632,0.000643558
633,0.0005023158
634,0.22893679
635,0.00046719023
636,0.0015523059
637,0.00066020706
638,0.0014982622
639,0.0005959614
640,0.00042757444
641,0.0021513668
642,0.00033942432
643,0.00052013405
644,0.00072342705
645,0.00059633516
646,0.0009710761
647,0.0006043683
648,0.00054008287
649,0.00052082224
650,0.008035438
651,0.0008606135
652,0.00036804657
653,0.0003365032
654,0.0027119922
655,0.0004265848
656,0.00039014785
657,0.0003247848
658,0.04051455
659,0.001296551
660,0.0034062385
661,0.0004798315
662,0.00045013614
663,0.00083625206
664,0.0003666292
665,0.038774066
666,0.030202955
667,0.0004058422
668,0.0004973478
669,0.00032234113
670,0.0019104879
671,0.0067620254
672,0.00040274736
673,0.0054467274
674,0.00039660878
675,0.001788189
676,0.00033063296
677,0.5562949
678,0.00038639328
679,0.00032334437
680,0.00040350677
681,0.0004784325
682,0.0004075088
683,0.0003805236
684,0.0012882191
685,0.00041353377
686,0.0043920586
687,0.0005072652
688,0.00036441177
689,0.00034837736
690,0.0003406572
691,0.0006104469
692,0.06970532
693,0.0003798309
694,0.0063491613
695,0.0003719552
696,0.001028371
697,0.0005457597
698,0.000642887
699,0.0005020896
700,0.0003575237
701,0.00044197487
702,0.00046968757
703,0.0011402036
704,0.003987587
705,0.00089704583
706,0.0009013835
707,0.001101963
708,0.0004142768
709,0.00035553062
710,0.0006852203
711,0.00047376234
712,0.00036605244
713,0.00033710018
714,0.002544957
715,0.000436561
716,0.00038832283
717,0.00038466364
718,0.00056987896
719,0.00032944483
720,0.0004496915
721,0.00037484211
722,0.0007137048
723,0.00036694406
724,0.0003475755
725,0.0027510754
726,0.0005965155
727,0.0004597818
728,0.0005642358
729,0.0009851541
730,0.00044507082
731,0.0005513744
732,0.0032697064
733,0.0005042218
734,0.00035752362
735,0.0060403263
736,0.00074870273
737,0.007364166
738,0.00042868016
739,0.0005153408
740,0.00059416285
741,0.0007474441
742,0.0012107105
743,0.00043338476
744,0.00033134094
745,0.0008885554
746,0.01129733
747,0.00043912776
748,0.00042430017
749,0.0051799244
750,0.00056169234
751,0.00047925534
752,0.00036583852
753,0.0067808717
754,0.00074985164
755,0.0005334297
756,0.012613664
757,0.0010129022
758,0.00032041818
759,0.0012340074
760,0.009910872
761,0.0022386734
762,0.07576979
763,0.00038921993
764,0.00047170612
765,0.0003220822
766,0.00035796803
767,0.0005242207
768,0.9417839
769,0.0006325046
770,0.0006839531
771,0.0004383609
772,0.00086437433
773,0.0014512825
774,0.00053167454
775,0.0008557912
776,0.00032038527
777,0.23713322
778,0.00043308758
779,0.0010660461
780,0.00034533543
781,0.0004787987
782,0.00036117673
783,0.0032257065
784,0.0005427796
785,0.00043157703
786,0.0008664491
787,0.00079290185
788,0.0004961592
789,0.00057042664
790,0.00037726286
791,0.00044591213
792,0.00034795713
793,0.00034291632
794,0.0006848046
795,0.0080319205
796,0.0006909035
797,0.00050128397
798,0.00044117676
799,0.0006153333
800,0.00041020522
801,0.00033824745
802,0.3198807
803,0.00045627882
804,0.0033561077
805,0.0003374128
806,0.0013937918
807,0.0021400037
808,0.29864496
809,0.00081758125
810,0.0025102012
811,0.001854986
812,0.00035435738
813,0.00040413105
814,0.00044090318
815,0.0007074643
816,0.0003360776
817,0.002114591
818,0.0003149902
819,0.00070328556
820,0.0005632658
821,0.0005826711
822,0.0058892164
823,0.000508787
824,0.0034439391
825,0.011217601
826,0.009697256
827,0.000638671
828,0.00040182268
829,0.0006266522
830,0.007620068
831,0.00036978227
832,0.0003750404
833,0.00037416
834,0.0007612016
835,0.0012041584
836,0.4758772
837,0.0003283057
838,0.00061163853
839,0.0032152426
840,0.00040271465
841,0.0007512293
842,0.0008573871
843,0.00045112456
844,0.0003583393
845,0.039806236
846,0.00036126372
847,0.05468431
848,0.00036928713
849,0.00043275603
850,0.00067318656
851,0.008120616
852,0.00654607
853,0.00035246552
854,0.00038909438
855,0.00066922576
856,0.000650515
857,0.000895287
858,0.00037852046
859,0.0054128985
860,0.00059492496
861,0.005606891
862,0.0009464001
863,0.0004853642
864,0.00039054395
865,0.0003527976
866,0.00037850084
867,0.0003574377
868,0.00054702326
869,0.028013894
870,0.0032612537
871,0.012519134
872,0.00034324807
873,0.0005234711
874,0.0020998507
875,0.00037731975
876,0.0004398309
877,0.0009051768
878,0.2734016
879,0.00035576962
880,0.00042128464
881,0.00036824273
882,0.44758072
883,0.67594135
884,0.0003256266
885,0.00043516784
886,0.015800698
887,0.0004998705
888,0.002493975
889,0.00033380106
890,0.009540463
891,0.00059625687
892,0.0003548768
893,0.0076408633
894,0.0006590097
895,0.00045482424
896,0.00032995548
897,0.0003645856
898,0.00077684724
899,0.0014120445
900,0.0005286795
901,0.00061201584
902,0.12018968
903,0.0053674383
904,0.0005845802
905,0.00041063488
906,0.0006973663
907,0.00032737112
908,0.00057261216
909,0.001249962
910,0.0015609098
911,0.012804
912,0.0010828392
913,0.0004162211
914,0.00264081
915,0.7370936
916,0.0006225471
917,0.00053331745
918,0.0004141749
919,0.0034974213
920,0.00032101077
921,0.004147143
922,0.00771823
923,0.00054656726
924,0.00059897307
925,0.0009895788
926,0.00037022485
927,0.002899339
928,0.8870713
929,0.0004266748
930,0.010731404
931,0.00051268295
932,0.0005494855
933,0.000385495
934,0.0004436233
935,0.0019013457
936,0.00037467122
937,0.00050182326
938,0.00045839098
939,0.00032437703
940,0.10101416
941,0.0005101659
942,0.00047526983
943,0.000471499
944,0.04776874
945,0.00086164614
946,0.00049534877
947,0.00034104256
948,0.0017057664
949,0.01276723
950,0.0010071537
951,0.0003300649
952,0.00040613016
953,0.00032415055
954,0.00087325077
955,0.00033269756
956,0.00034524617
957,0.006888088
958,0.0017291221
959,0.0003803196
960,0.018151257
961,0.0005899953
962,0.002308501
963,0.00046689063
964,0.25982863
965,0.00047166398
966,0.0003250179
967,0.0003687382
968,0.0017724999
969,0.00040111746
970,0.00052095146
971,0.0009682332
972,0.00061454985
973,0.0006533325
974,0.00034521072
975,0.0003486827
976,0.00039721729
977,0.00042624056
978,0.0005611414
979,0.001021874
980,0.0010106171
981,0.009540585
982,0.025387365
983,0.0011692587
984,0.0006558463
985,0.132217
986,0.00055408385
987,0.00044101407
988,0.00046355877
989,0.0007449878
990,0.0012687647
991,0.00791776
992,0.00096377096
993,0.0004492783
994,0.0005687807
995,0.0005547918
996,0.00078097306
997,0.00035105963
998,0.0004704572
999,0.00096601946
1000,0.00051532045
1001,0.00031953855
1002,0.0033983917
1003,0.0012929194
1004,0.0015601879
1005,0.003353407
1006,0.0003656643
1007,0.00061381137
1008,0.01793065
1009,0.00057612127
1010,0.00039335183
1011,0.00039184917
1012,0.0018194517
1013,0.0036417458
1014,0.00037074037
1015,0.00045447279
1016,0.001627142
1017,0.00038477738
1018,0.00038359012
1019,0.0005935597
1020,0.00034862183
1021,0.00051122357
1022,0.0006680145
1023,0.0005842656
1024,0.00077499787
1025,0.00039203122
1026,0.00040824842
1027,0.12618224
1028,0.00039158
1029,0.00053735205
1030,0.0004913231
1031,0.00057811855
1032,0.00034494992
1033,0.039118353
1034,0.68406564
1035,0.00034963057
1036,0.00072307244
1037,0.00055838807
1038,0.00057092856
1039,0.00049734424
1040,0.0008917543
1041,0.0046471516
1042,0.0003210143
1043,0.0004765303
1044,0.00061124814
1045,0.0031169981
1046,0.00060690276
1047,0.00044405213
1048,0.00038440197
1049,0.00033983408
1050,0.0003513592
1051,0.00040696477
1052,0.8864049
1053,0.024932347
1054,0.00078065105
1055,0.00034124596
1056,0.002122785
1057,0.00043829886
1058,0.00060510123
1059,0.0003331125
1060,0.000504122
1061,0.00069983304
1062,0.00056934066
1063,0.006000458
1064,0.000574208
1065,0.008891428
1066,0.00048516638
1067,0.00039178887
1068,0.0005206056
1069,0.0013725769
1070,0.00041019282
1071,0.00069289154
1072,0.004054343
1073,0.0006601665
1074,0.0029420485
1075,0.00033060455
1076,0.0010357476
1077,0.00088465225
1078,0.0012188707
1079,0.00044541125
1080,0.001220443
1081,0.00034790277
1082,0.00050359353
1083,0.0005479803
1084,0.00065299164
1085,0.0007958462
1086,0.00047165254
1087,0.00038539997
1088,0.00033230757
1089,0.00047939792
1090,0.2538806
1091,0.11515446
1092,0.7704519
1093,0.5106026
1094,0.000817003
1095,0.00033792184
1096,0.00037389275
1097,0.00044845813
1098,0.000335351
1099,0.00048167972
1100,0.00034939963
1101,0.00054143474
1102,0.0003848859
1103,0.055598907
1104,0.0003938592
1105,0.00044777448
1106,0.00038627186
1107,0.00034989289
1108,0.0006054524
1109,0.0003982302
1110,0.0004494769
1111,0.010187344
1112,0.0007441231
1113,0.12436867
1114,0.00086214114
1115,0.0009050673
1116,0.00090030814
1117,0.0004024073
1118,0.0003454284
1119,0.11424138
1120,0.028334234
1121,0.00036422955
1122,0.00031972255
1123,0.0006895778
1124,0.00032976404
1125,0.00035080264
1126,0.00032291617
1127,0.00038062778
1128,0.0004761932
1129,0.0003908461
1130,0.00044293134
1131,0.0018264884
1132,0.000562029
1133,0.00032284154
1134,0.0003845851
1135,0.00032689766
1136,0.0005582269
1137,0.00036599737
1138,0.0010245878
1139,0.0005021806
1140,0.4136301
1141,0.004667966
1142,0.00037319484
1143,0.00034949023
1144,0.00041576073
1145,0.0004485882
1146,0.00043315315
1147,0.000490548
1148,0.0028806883
1149,0.00082162104
1150,0.0003326106
1151,0.0007717047
1152,0.00078619877
1153,0.0003606162
1154,0.14838949
1155,0.000474204
1156,0.008460739
1157,0.0009640773
1158,0.0029284833
1159,0.0038999575
1160,0.0008999981
1161,0.00034585263
1162,0.00081161986
1163,0.00040462177
1164,0.00060934917
1165,0.0014452625
1166,0.001231259
1167,0.00043306407
1168,0.00048779836
1169,0.0014374786
1170,0.00031900147
1171,0.07622844
1172,0.0003761959
1173,0.00033571493
1174,0.0017886264
1175,0.00041512452
1176,0.00077661854
1177,0.00044843848
1178,0.0004160083
1179,0.0003348629
1180,0.00043038055
1181,0.00044084404
1182,0.00050431985
1183,0.8274161
1184,0.00035583877
1185,0.0004634677
1186,0.0009584329
1187,0.000543627
1188,0.00033817798
1189,0.00033622442
1190,0.0015776999
1191,0.0063870624
1192,0.0003321393
1193,0.00054861413
1194,0.0003265874
1195,0.0020540743
1196,0.01981536
1197,0.010674798
1198,0.00042933616
1199,0.000713728
1200,0.00047339746
1201,0.0007259298
1202,0.0003702744
1203,0.00051709416
1204,0.00048612774
1205,0.000692712
1206,0.00040754903
1207,0.0004609311
1208,0.0006108569
1209,0.0005653728
1210,0.00039477384
1211,0.0005313599
1212,0.0027733906
1213,0.0005798548
1214,0.00035538082
1215,0.0004957771
1216,0.00054639473
1217,0.000556308
1218,0.0119173005
1219,0.0003932416
1220,0.00045287563
1221,0.0004563671
1222,0.50743777
1223,0.00052997086
1224,0.0013693186
1225,0.0010111469
1226,0.00038417403
1227,0.00040739618
1228,0.0012663475
1229,0.0025434836
1230,0.00036698687
1231,0.0003526564
1232,0.00036502056
1233,0.00062592386
1234,0.094976805
1235,0.0016149232
1236,0.0006352115
1237,0.00055261323
1238,0.12064572
1239,0.00033743627
1240,0.00039695413
1241,0.00043885494
1242,0.055469144
1243,0.00036811703
1244,0.00037448923
1245,0.00037907434
1246,0.0027051526
1247,0.12602422
1248,0.00037793658
1249,0.0003763363
1250,0.020802652
1251,0.0006104713
1252,0.0009888993
1253,0.00046917974
1254,0.00034491927
1255,0.036016673
1256,0.0029241324
1257,0.00045853574
1258,0.00046585445
1259,0.0005347948
1260,0.00036453368
1261,0.00079773425
1262,0.00038515963
1263,0.0008460068
1264,0.0004658768
1265,0.0004220278
1266,0.0003688742
1267,0.0030726574
1268,0.0009842998
1269,0.0013796099
1270,0.0003458253
1271,0.0005198709
1272,0.011808072
1273,0.008829022
1274,0.00062806223
1275,0.0006275306
1276,0.00052854937
1277,0.002293246
1278,0.0005395071
1279,0.0007161233
1280,0.0003768587
1281,0.0067144455
1282,0.00061760726
1283,0.00042630167
1284,0.00033168646
1285,0.0018709272
1286,0.00033511466
1287,0.002048632
1288,0.0007322696
1289,0.00037139063
1290,0.00045270287
1291,0.0009592051
1292,0.00038385537
1293,0.00037427404
1294,0.00042032218
1295,0.07951175
1296,0.00044110767
1297,0.00043965186
1298,0.00036131768
1299,0.00060876756
1300,0.001113764
1301,0.0006804067
1302,0.000686573
1303,0.00049290934
1304,0.00034205455
1305,0.03832499
1306,0.0047403914
1307,0.0003631278
1308,0.0005260733
1309,0.00059441174
1310,0.0003680051
1311,0.00044558576
1312,0.00042497832
1313,0.0008231642
1314,0.000795641
1315,0.00038775097
1316,0.00032162885
1317,0.0004970842
1318,0.0008083312
1319,0.00043837127
1320,0.00031749078
1321,0.0087785525
1322,0.00060760777
1323,0.00128169
1324,0.00049060985
1325,0.0003405786
1326,0.0027432353
1327,0.00034755602
1328,0.00037599762
1329,0.0006904271
1330,0.000477646
1331,0.00035217084
1332,0.001852436
1333,0.0005507962
1334,0.3090374
1335,0.0005476113
1336,0.00045080838
1337,0.0003429836
1338,0.002829081
1339,0.00039101587
1340,0.0003759471
1341,0.00046561207
1342,0.00036214694
1343,0.0009870835
1344,0.0033343094
1345,0.0003833012
1346,0.00038372094
1347,0.0007391899
1348,0.00036694642
1349,0.004799359
1350,0.0006978753
1351,0.27220577
1352,0.0024347547
1353,0.3869874
1354,0.0007344546
1355,0.00036583102
1356,0.00053089956
1357,0.043734543
1358,0.0003929672
1359,0.0004411695
1360,0.0005726673
1361,0.0021048118
1362,0.019184215
1363,0.00035663066
1364,0.0026594193
1365,0.0016761459
1366,0.001557027
1367,0.00079426344
1368,0.0006365507
1369,0.12520088
1370,0.0019192703
1371,0.0023748274
1372,0.0005445603
1373,0.0007487672
1374,0.00069185765
1375,0.29743034
1376,0.002101236
1377,0.020869147
1378,0.10081371
1379,0.0035512436
1380,0.00033702116
1381,0.0007702575
1382,0.00038036675
1383,0.10935793
1384,0.0007688976
1385,0.00033442996
1386,0.00046653269
1387,0.0004227046
1388,0.00041027187
1389,0.0018647888
1390,0.00044844992
1391,0.0003498444
1392,0.0003491882
1393,0.0005119474
1394,0.00081402884
1395,0.0006449505
1396,0.00034301585
1397,0.00041889856
1398,0.001589459
1399,0.00032338715
1400,0.0003716295
1401,0.00045118108
1402,0.0013458809
1403,0.00056209404
1404,0.00045087174
1405,0.00035499135
1406,0.0007918941
1407,0.0003225349
1408,0.0009636305
1409,0.005456968
1410,0.00045569096
1411,0.00047890894
1412,0.106106654
1413,0.000678904
1414,0.00043049632
1415,0.00033712026
1416,0.00040332726
1417,0.00039656283
1418,0.00041953684
1419,0.00077626354
1420,0.0005795074
1421,0.0014427231
1422,0.019278765
1423,0.05266542
1424,0.00052846235
1425,0.000918131
1426,0.00052386627
1427,0.95558435
1428,0.0005128259
1429,0.0036823682
1430,0.1319721
1431,0.003844214
1432,0.00051797513
1433,0.047897194
1434,0.00038216246
1435,0.00035047423
1436,0.00049500685
1437,0.00041631408
1438,0.0005108063
1439,0.00033180122
1440,0.0006131835
1441,0.0004422143
1442,0.20124468
1443,0.00044955406
1444,0.0003699184
1445,0.0007407613
1446,0.00061111606
1447,0.0010923136
1448,0.0004973701
1449,0.00040525058
1450,0.00036205776
1451,0.0005339386
1452,0.00032775238
1453,0.0012961883
1454,0.00031315404
1455,0.039028276
1456,0.0003827285
1457,0.00038990992
1458,0.00066892296
1459,0.0004186368
1460,0.0005323039
1461,0.0003556854
1462,0.0020093955
1463,0.00043133242
1464,0.005938594
1465,0.00053265487
1466,0.0009270058
1467,0.00043112686
1468,0.00061769114
1469,0.00039145365
1470,0.009757657
1471,0.02357542
1472,0.0005786604
1473,0.0004475258
1474,0.0011184739
1475,0.0003865491
1476,0.004713565
1477,0.00034560464
1478,0.0008217343
1479,0.06763499
1480,0.0011102697
1481,0.0006359499
1482,0.005052286
1483,0.00037080637
1484,0.00072621024
1485,0.0009246504
1486,0.0021463777
1487,0.0003647129
1488,0.42187414
1489,0.00037257475
1490,0.00041695172
1491,0.0010617271
1492,0.015210779
1493,0.00056306005
1494,0.0003712208
1495,0.00047597336
1496,0.0008456802
1497,0.000988903
1498,0.8576522
1499,0.0012030363
1500,0.0005241996
1501,0.03254266
1502,0.00059707504
1503,0.00047603948
1504,0.00075901166
1505,0.00034687624
1506,0.00044009037
1507,0.0005004885
1508,0.00034024552
1509,0.00041218085
1510,0.00074608036
1511,0.00044235663
1512,0.00036621268
1513,0.0009635414
1514,0.000501129
1515,0.000445211
1516,0.006872003
1517,0.0009414103
1518,0.00050440413
1519,0.0007013824
1520,0.00052226766
1521,0.10430028
1522,0.0003121638
1523,0.0004750879
1524,0.0005646922
1525,0.00040636383
1526,0.0006728642
1527,0.008611512
1528,0.032629486
1529,0.00034637714
1530,0.0005975158
